Pais;Provincia;Pontos;Preco
FR       ;Alsace           ;91;19
FR       ;Alsace           ;91;20
FR       ;Alsace           ;91;30
FR       ;Alsace           ;91;30
FR       ;Champagne        ;91;65
FR       ;Rhône Valley     ;90;13
FR       ;Beaujolais       ;88;24
FR       ;Beaujolais       ;88;30
FR       ;France Other     ;88;
FR       ;Champagne        ;87;57
FR       ;Champagne        ;87;40
FR       ;Beaujolais       ;86;16
FR       ;Champagne        ;86;51
FR       ;Champagne        ;86;45
FR       ;Beaujolais       ;86;15
FR       ;Alsace           ;86;23
FR       ;Beaujolais       ;86;20
FR       ;Champagne        ;91;50
FR       ;Champagne        ;91;48
FR       ;Champagne        ;91;130
FR       ;Southwest France ;88;29
FR       ;Rhône Valley     ;87;11
FR       ;Beaujolais       ;87;18
FR       ;Rhône Valley     ;92;47
FR       ;Burgundy         ;92;65
FR       ;Burgundy         ;92;110
FR       ;Burgundy         ;92;85
FR       ;Alsace           ;86;13
FR       ;Provence         ;86;
FR       ;Burgundy         ;88;50
FR       ;Burgundy         ;88;
FR       ;Provence         ;85;18
FR       ;Provence         ;84;14
FR       ;Loire Valley     ;84;
FR       ;Languedoc-Roussil;84;11
FR       ;France Other     ;87;
FR       ;Alsace           ;85;
FR       ;Alsace           ;85;29
FR       ;Burgundy         ;85;14
FR       ;Burgundy         ;86;32
FR       ;Burgundy         ;86;
FR       ;Bordeaux         ;86;35
FR       ;Southwest France ;86;
FR       ;Bordeaux         ;86;25
FR       ;Burgundy         ;86;33
FR       ;Burgundy         ;89;50
FR       ;Burgundy         ;89;27
FR       ;Bordeaux         ;89;31
FR       ;Bordeaux         ;89;40
FR       ;Alsace           ;88;23
FR       ;Champagne        ;88;54
FR       ;Bordeaux         ;88;13
FR       ;Bordeaux         ;88;25
FR       ;Bordeaux         ;88;10
FR       ;Bordeaux         ;88;25
FR       ;Bordeaux         ;88;13
FR       ;Bordeaux         ;88;17
FR       ;Rhône Valley     ;86;12
FR       ;Bordeaux         ;86;13
FR       ;Bordeaux         ;86;30
FR       ;Loire Valley     ;86;20
FR       ;Bordeaux         ;86;25
FR       ;Bordeaux         ;86;15
FR       ;Bordeaux         ;86;
FR       ;Loire Valley     ;86;15
FR       ;Alsace           ;87;15
FR       ;Bordeaux         ;87;17
FR       ;Alsace           ;87;17
FR       ;Alsace           ;87;25
FR       ;Burgundy         ;94;580
FR       ;Burgundy         ;94;130
FR       ;Burgundy         ;93;65
FR       ;Burgundy         ;93;55
FR       ;Burgundy         ;93;76
FR       ;Burgundy         ;88;22
FR       ;Burgundy         ;88;75
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;42
FR       ;Bordeaux         ;86;15
FR       ;Loire Valley     ;86;25
FR       ;Beaujolais       ;91;25
FR       ;Champagne        ;91;78
FR       ;Beaujolais       ;91;20
FR       ;Beaujolais       ;91;22
FR       ;Provence         ;91;20
FR       ;Southwest France ;89;22
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;89;17
FR       ;Bordeaux         ;89;22
FR       ;France Other     ;89;
FR       ;France Other     ;89;22
FR       ;France Other     ;89;18
FR       ;Beaujolais       ;90;22
FR       ;Languedoc-Roussil;91;35
FR       ;Burgundy         ;90;55
FR       ;Burgundy         ;86;30
FR       ;Burgundy         ;86;21
FR       ;Burgundy         ;86;50
FR       ;Burgundy         ;86;
FR       ;Bordeaux         ;86;
FR       ;Southwest France ;91;13
FR       ;Alsace           ;93;32
FR       ;Provence         ;86;20
FR       ;Burgundy         ;92;46
FR       ;Southwest France ;92;26
FR       ;Champagne        ;92;75
FR       ;Bordeaux         ;87;18
FR       ;Bordeaux         ;87;16
FR       ;Burgundy         ;94;163
FR       ;Bordeaux         ;86;
FR       ;Bordeaux         ;86;13
FR       ;Burgundy         ;86;27
FR       ;Burgundy         ;85;64
FR       ;Burgundy         ;85;
FR       ;Languedoc-Roussil;89;18
FR       ;Southwest France ;86;16
FR       ;Southwest France ;86;
FR       ;Rhône Valley     ;86;12
FR       ;Southwest France ;86;20
FR       ;Southwest France ;86;13
FR       ;Bordeaux         ;89;13
FR       ;Alsace           ;89;17
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;45
FR       ;Alsace           ;94;34
FR       ;Alsace           ;94;27
FR       ;Bordeaux         ;94;130
FR       ;Bordeaux         ;94;120
FR       ;Alsace           ;94;37
FR       ;Alsace           ;94;33
FR       ;Alsace           ;89;45
FR       ;Alsace           ;89;30
FR       ;Alsace           ;88;25
FR       ;Bordeaux         ;89;59
FR       ;Burgundy         ;92;
FR       ;Burgundy         ;92;
FR       ;Burgundy         ;92;50
FR       ;Burgundy         ;89;20
FR       ;Champagne        ;89;36
FR       ;Burgundy         ;89;80
FR       ;Beaujolais       ;91;20
FR       ;Beaujolais       ;91;20
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;
FR       ;Provence         ;89;23
FR       ;Alsace           ;89;19
FR       ;Alsace           ;89;18
FR       ;Alsace           ;89;14
FR       ;Alsace           ;87;
FR       ;Champagne        ;86;
FR       ;Bordeaux         ;87;14
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;12
FR       ;Bordeaux         ;87;15
FR       ;Burgundy         ;92;52
FR       ;Burgundy         ;89;52
FR       ;Burgundy         ;87;37
FR       ;Rhône Valley     ;94;30
FR       ;Champagne        ;92;30
FR       ;Champagne        ;91;70
FR       ;Champagne        ;91;27
FR       ;Champagne        ;91;38
FR       ;Loire Valley     ;88;22
FR       ;Burgundy         ;88;25
FR       ;Loire Valley     ;88;16
FR       ;Champagne        ;88;45
FR       ;Champagne        ;88;50
FR       ;Bordeaux         ;85;18
FR       ;France Other     ;85;14
FR       ;Bordeaux         ;85;19
FR       ;Bordeaux         ;85;12
FR       ;Bordeaux         ;95;110
FR       ;Bordeaux         ;95;116
FR       ;Bordeaux         ;95;295
FR       ;Bordeaux         ;95;350
FR       ;Bordeaux         ;95;375
FR       ;Bordeaux         ;95;250
FR       ;Bordeaux         ;94;90
FR       ;Burgundy         ;89;28
FR       ;Beaujolais       ;89;20
FR       ;Burgundy         ;89;161
FR       ;Rhône Valley     ;92;70
FR       ;Rhône Valley     ;92;43
FR       ;Bordeaux         ;92;34
FR       ;Champagne        ;91;
FR       ;Bordeaux         ;86;
FR       ;Bordeaux         ;86;
FR       ;Loire Valley     ;86;23
FR       ;Loire Valley     ;86;
FR       ;France Other     ;89;27
FR       ;Loire Valley     ;89;20
FR       ;Loire Valley     ;89;28
FR       ;France Other     ;89;24
FR       ;Alsace           ;87;24
FR       ;Southwest France ;89;18
FR       ;Champagne        ;89;59
FR       ;Southwest France ;93;20
FR       ;Southwest France ;93;
FR       ;Rhône Valley     ;92;75
FR       ;Champagne        ;90;89
FR       ;Alsace           ;90;
FR       ;Languedoc-Roussil;90;24
FR       ;Rhône Valley     ;89;38
FR       ;Bordeaux         ;89;15
FR       ;Bordeaux         ;89;20
FR       ;Bordeaux         ;89;26
FR       ;Bordeaux         ;83;15
FR       ;Bordeaux         ;83;22
FR       ;Bordeaux         ;83;13
FR       ;Bordeaux         ;83;17
FR       ;Provence         ;84;17
FR       ;Burgundy         ;88;46
FR       ;Beaujolais       ;87;20
FR       ;Southwest France ;91;18
FR       ;Beaujolais       ;91;20
FR       ;Southwest France ;91;25
FR       ;Loire Valley     ;89;25
FR       ;Loire Valley     ;89;30
FR       ;France Other     ;89;21
FR       ;Loire Valley     ;90;24
FR       ;Loire Valley     ;90;20
FR       ;Burgundy         ;89;44
FR       ;Burgundy         ;89;40
FR       ;Provence         ;91;28
FR       ;Provence         ;91;37
FR       ;Provence         ;84;10
FR       ;Southwest France ;84;12
FR       ;Southwest France ;84;12
FR       ;Southwest France ;84;30
FR       ;Provence         ;84;16
FR       ;Bordeaux         ;87;13
FR       ;Bordeaux         ;87;15
FR       ;Bordeaux         ;87;12
FR       ;Bordeaux         ;87;13
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;84;13
FR       ;Champagne        ;90;50
FR       ;Champagne        ;90;100
FR       ;Champagne        ;90;80
FR       ;Champagne        ;90;53
FR       ;Alsace           ;90;16
FR       ;Beaujolais       ;90;22
FR       ;Champagne        ;90;58
FR       ;Beaujolais       ;90;40
FR       ;Provence         ;90;28
FR       ;Champagne        ;97;450
FR       ;Rhône Valley     ;91;15
FR       ;Southwest France ;91;
FR       ;Beaujolais       ;90;21
FR       ;Beaujolais       ;90;17
FR       ;Provence         ;85;18
FR       ;Provence         ;89;40
FR       ;Alsace           ;89;54
FR       ;Bordeaux         ;88;12
FR       ;Bordeaux         ;88;12
FR       ;Burgundy         ;89;40
FR       ;France Other     ;87;
FR       ;Loire Valley     ;84;
FR       ;Bordeaux         ;84;15
FR       ;Loire Valley     ;84;25
FR       ;Bordeaux         ;86;19
FR       ;Bordeaux         ;86;12
FR       ;Loire Valley     ;86;11
FR       ;Bordeaux         ;86;10
FR       ;Rhône Valley     ;85;20
FR       ;Bordeaux         ;85;20
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;87;13
FR       ;Loire Valley     ;88;19
FR       ;Alsace           ;88;25
FR       ;Alsace           ;88;20
FR       ;France Other     ;84;13
FR       ;Loire Valley     ;84;10
FR       ;France Other     ;84;10
FR       ;France Other     ;84;16
FR       ;France Other     ;83;10
FR       ;France Other     ;83;16
FR       ;Burgundy         ;90;20
FR       ;Bordeaux         ;86;
FR       ;Rhône Valley     ;88;12
FR       ;Rhône Valley     ;88;22
FR       ;Bordeaux         ;93;36
FR       ;Champagne        ;83;50
FR       ;Champagne        ;94;51
FR       ;Champagne        ;88;35
FR       ;Burgundy         ;88;25
FR       ;Languedoc-Roussil;85;17
FR       ;Bordeaux         ;95;
FR       ;Bordeaux         ;95;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Southwest France ;87;15
FR       ;Southwest France ;87;14
FR       ;Beaujolais       ;87;15
FR       ;Burgundy         ;93;
FR       ;Burgundy         ;93;45
FR       ;Southwest France ;90;30
FR       ;Rhône Valley     ;89;25
FR       ;Southwest France ;89;27
FR       ;France Other     ;89;23
FR       ;Beaujolais       ;89;16
FR       ;Bordeaux         ;84;16
FR       ;Burgundy         ;85;17
FR       ;Burgundy         ;85;17
FR       ;Burgundy         ;85;13
FR       ;France Other     ;87;10
FR       ;France Other     ;87;16
FR       ;Loire Valley     ;87;16
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;88;20
FR       ;Rhône Valley     ;91;44
FR       ;Burgundy         ;95;475
FR       ;Burgundy         ;95;
FR       ;Burgundy         ;85;33
FR       ;Burgundy         ;85;105
FR       ;Burgundy         ;85;33
FR       ;Bordeaux         ;89;58
FR       ;Bordeaux         ;89;18
FR       ;Rhône Valley     ;89;15
FR       ;Bordeaux         ;96;
FR       ;Bordeaux         ;96;
FR       ;Bordeaux         ;95;80
FR       ;Bordeaux         ;94;70
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;
FR       ;Beaujolais       ;88;20
FR       ;Bordeaux         ;88;17
FR       ;Bordeaux         ;88;24
FR       ;Bordeaux         ;88;15
FR       ;Bordeaux         ;88;25
FR       ;Bordeaux         ;88;15
FR       ;Bordeaux         ;84;15
FR       ;Alsace           ;95;57
FR       ;Alsace           ;94;28
FR       ;Southwest France ;89;19
FR       ;Rhône Valley     ;89;13
FR       ;France Other     ;87;56
FR       ;France Other     ;87;42
FR       ;France Other     ;87;33
FR       ;Burgundy         ;92;65
FR       ;Loire Valley     ;92;42
FR       ;Loire Valley     ;92;29
FR       ;Loire Valley     ;92;65
FR       ;Bordeaux         ;84;17
FR       ;Bordeaux         ;84;9
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;15
FR       ;Southwest France ;86;11
FR       ;Burgundy         ;95;97
FR       ;Burgundy         ;95;39
FR       ;Burgundy         ;95;42
FR       ;Burgundy         ;94;85
FR       ;Burgundy         ;94;97
FR       ;Burgundy         ;94;
FR       ;Burgundy         ;94;
FR       ;Burgundy         ;94;42
FR       ;France Other     ;90;28
FR       ;Loire Valley     ;90;30
FR       ;Burgundy         ;90;32
FR       ;Burgundy         ;90;73
FR       ;Loire Valley     ;90;30
FR       ;France Other     ;89;10
FR       ;Languedoc-Roussil;89;
FR       ;Rhône Valley     ;89;26
FR       ;Southwest France ;89;20
FR       ;Alsace           ;88;26
FR       ;Provence         ;84;
FR       ;Bordeaux         ;87;22
FR       ;Bordeaux         ;87;10
FR       ;Bordeaux         ;89;20
FR       ;Bordeaux         ;89;
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;26
FR       ;Alsace           ;91;20
FR       ;Champagne        ;90;60
FR       ;Alsace           ;90;24
FR       ;Alsace           ;90;17
FR       ;Champagne        ;90;42
FR       ;Champagne        ;90;75
FR       ;Champagne        ;90;85
FR       ;Bordeaux         ;85;20
FR       ;Bordeaux         ;85;
FR       ;Burgundy         ;84;
FR       ;Burgundy         ;84;23
FR       ;Burgundy         ;84;28
FR       ;Burgundy         ;83;
FR       ;Burgundy         ;89;60
FR       ;Champagne        ;89;47
FR       ;Bordeaux         ;90;25
FR       ;Loire Valley     ;92;22
FR       ;Loire Valley     ;92;15
FR       ;Alsace           ;92;80
FR       ;Alsace           ;92;35
FR       ;Alsace           ;92;35
FR       ;Alsace           ;92;30
FR       ;Alsace           ;92;30
FR       ;Alsace           ;92;29
FR       ;Rhône Valley     ;87;13
FR       ;Rhône Valley     ;87;14
FR       ;Bordeaux         ;87;128
FR       ;France Other     ;87;15
FR       ;Alsace           ;87;
FR       ;Bordeaux         ;87;28
FR       ;Burgundy         ;88;35
FR       ;Burgundy         ;88;18
FR       ;Burgundy         ;92;25
FR       ;Burgundy         ;92;44
FR       ;Burgundy         ;92;52
FR       ;Burgundy         ;87;15
FR       ;Bordeaux         ;91;67
FR       ;Bordeaux         ;91;30
FR       ;Bordeaux         ;91;27
FR       ;Bordeaux         ;91;38
FR       ;Rhône Valley     ;91;20
FR       ;Bordeaux         ;91;
FR       ;Rhône Valley     ;91;45
FR       ;Bordeaux         ;91;24
FR       ;Bordeaux         ;91;41
FR       ;Alsace           ;92;55
FR       ;Alsace           ;92;34
FR       ;Alsace           ;92;24
FR       ;Alsace           ;92;35
FR       ;Bordeaux         ;95;50
FR       ;France Other     ;87;
FR       ;Loire Valley     ;87;12
FR       ;France Other     ;86;10
FR       ;Bordeaux         ;87;28
FR       ;Bordeaux         ;88;
FR       ;Beaujolais       ;90;25
FR       ;Burgundy         ;90;30
FR       ;Burgundy         ;90;70
FR       ;Burgundy         ;90;
FR       ;Beaujolais       ;93;21
FR       ;Beaujolais       ;93;30
FR       ;Burgundy         ;85;14
FR       ;Burgundy         ;85;
FR       ;Bordeaux         ;91;60
FR       ;Loire Valley     ;90;
FR       ;Alsace           ;87;25
FR       ;Beaujolais       ;87;20
FR       ;Provence         ;87;13
FR       ;Alsace           ;87;29
FR       ;Beaujolais       ;87;20
FR       ;Southwest France ;87;16
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;93;190
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;130
FR       ;Bordeaux         ;93;107
FR       ;Bordeaux         ;89;25
FR       ;Bordeaux         ;89;22
FR       ;Bordeaux         ;89;24
FR       ;Bordeaux         ;89;16
FR       ;Loire Valley     ;87;45
FR       ;Languedoc-Roussil;90;24
FR       ;Southwest France ;90;21
FR       ;Southwest France ;88;12
FR       ;Provence         ;88;20
FR       ;Provence         ;88;25
FR       ;Provence         ;88;20
FR       ;Southwest France ;88;12
FR       ;Southwest France ;88;17
FR       ;Provence         ;88;24
FR       ;Southwest France ;91;34
FR       ;Southwest France ;91;20
FR       ;Provence         ;88;
FR       ;Provence         ;88;19
FR       ;Provence         ;88;18
FR       ;France Other     ;88;17
FR       ;Provence         ;88;13
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;89;
FR       ;Provence         ;88;
FR       ;Alsace           ;88;21
FR       ;Alsace           ;88;20
FR       ;Alsace           ;88;30
FR       ;Alsace           ;88;18
FR       ;Burgundy         ;86;56
FR       ;Burgundy         ;86;17
FR       ;Rhône Valley     ;86;50
FR       ;Champagne        ;91;55
FR       ;Bordeaux         ;91;30
FR       ;Champagne        ;91;55
FR       ;Alsace           ;91;30
FR       ;Champagne        ;91;50
FR       ;Champagne        ;91;50
FR       ;Southwest France ;91;22
FR       ;Southwest France ;91;18
FR       ;Bordeaux         ;85;15
FR       ;Bordeaux         ;85;10
FR       ;Bordeaux         ;92;
FR       ;Southwest France ;85;12
FR       ;Southwest France ;85;12
FR       ;Southwest France ;85;15
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;30
FR       ;Languedoc-Roussil;90;19
FR       ;Alsace           ;90;21
FR       ;Beaujolais       ;90;26
FR       ;Beaujolais       ;90;19
FR       ;Alsace           ;90;22
FR       ;Beaujolais       ;90;24
FR       ;Alsace           ;90;28
FR       ;Burgundy         ;84;
FR       ;Champagne        ;92;53
FR       ;Alsace           ;92;
FR       ;Southwest France ;94;400
FR       ;Loire Valley     ;87;26
FR       ;Bordeaux         ;87;16
FR       ;Bordeaux         ;87;16
FR       ;Champagne        ;90;72
FR       ;Provence         ;93;26
FR       ;Alsace           ;93;45
FR       ;Provence         ;93;
FR       ;Loire Valley     ;87;16
FR       ;Alsace           ;95;60
FR       ;Alsace           ;95;65
FR       ;Alsace           ;95;120
FR       ;Alsace           ;94;60
FR       ;Champagne        ;86;60
FR       ;Burgundy         ;91;53
FR       ;Burgundy         ;91;
FR       ;Alsace           ;91;21
FR       ;Burgundy         ;90;55
FR       ;Bordeaux         ;89;14
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;89;20
FR       ;Champagne        ;89;57
FR       ;Bordeaux         ;89;
FR       ;Beaujolais       ;89;
FR       ;Burgundy         ;89;71
FR       ;Bordeaux         ;89;22
FR       ;Burgundy         ;87;25
FR       ;Burgundy         ;87;26
FR       ;Loire Valley     ;94;39
FR       ;Loire Valley     ;93;65
FR       ;Champagne        ;89;59
FR       ;Burgundy         ;89;
FR       ;Languedoc-Roussil;87;14
FR       ;Bordeaux         ;87;37
FR       ;Loire Valley     ;91;35
FR       ;Bordeaux         ;83;21
FR       ;Bordeaux         ;83;
FR       ;Loire Valley     ;83;
FR       ;Alsace           ;92;36
FR       ;Bordeaux         ;92;50
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;42
FR       ;Bordeaux         ;88;16
FR       ;Bordeaux         ;88;
FR       ;Champagne        ;87;30
FR       ;Bordeaux         ;92;60
FR       ;Beaujolais       ;92;22
FR       ;Beaujolais       ;92;25
FR       ;Champagne        ;93;128
FR       ;Champagne        ;93;70
FR       ;Champagne        ;93;
FR       ;Champagne        ;93;120
FR       ;Loire Valley     ;93;31
FR       ;Loire Valley     ;93;40
FR       ;Rhône Valley     ;93;109
FR       ;Burgundy         ;93;140
FR       ;Loire Valley     ;90;20
FR       ;Loire Valley     ;90;30
FR       ;Burgundy         ;88;20
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;16
FR       ;Burgundy         ;88;24
FR       ;Bordeaux         ;85;36
FR       ;Bordeaux         ;85;15
FR       ;Loire Valley     ;85;13
FR       ;Bordeaux         ;85;15
FR       ;Loire Valley     ;85;24
FR       ;Southwest France ;86;13
FR       ;Southwest France ;86;18
FR       ;Southwest France ;94;90
FR       ;Alsace           ;94;48
FR       ;Alsace           ;94;48
FR       ;Burgundy         ;84;16
FR       ;Provence         ;85;11
FR       ;Provence         ;85;15
FR       ;Southwest France ;85;12
FR       ;Provence         ;85;14
FR       ;Southwest France ;85;13
FR       ;Alsace           ;88;15
FR       ;Alsace           ;88;20
FR       ;Southwest France ;88;16
FR       ;Beaujolais       ;88;13
FR       ;Burgundy         ;90;55
FR       ;Rhône Valley     ;87;14
FR       ;Bordeaux         ;87;17
FR       ;Bordeaux         ;87;12
FR       ;Bordeaux         ;86;15
FR       ;Bordeaux         ;86;15
FR       ;Bordeaux         ;88;15
FR       ;Bordeaux         ;88;10
FR       ;Bordeaux         ;88;16
FR       ;France Other     ;88;22
FR       ;Southwest France ;88;10
FR       ;Burgundy         ;89;28
FR       ;Provence         ;89;18
FR       ;Bordeaux         ;90;40
FR       ;Bordeaux         ;89;20
FR       ;Southwest France ;89;15
FR       ;Alsace           ;86;28
FR       ;Provence         ;86;
FR       ;Provence         ;86;27
FR       ;Bordeaux         ;91;35
FR       ;Bordeaux         ;91;
FR       ;Alsace           ;91;
FR       ;Burgundy         ;91;19
FR       ;Champagne        ;91;65
FR       ;Burgundy         ;84;13
FR       ;Bordeaux         ;89;22
FR       ;Bordeaux         ;89;45
FR       ;Bordeaux         ;89;17
FR       ;Bordeaux         ;89;17
FR       ;Loire Valley     ;89;23
FR       ;Rhône Valley     ;91;16
FR       ;Bordeaux         ;91;22
FR       ;Bordeaux         ;91;40
FR       ;Rhône Valley     ;91;30
FR       ;Languedoc-Roussil;82;13
FR       ;Beaujolais       ;82;15
FR       ;Champagne        ;96;195
FR       ;Burgundy         ;89;50
FR       ;Champagne        ;89;75
FR       ;Alsace           ;90;28
FR       ;Alsace           ;89;18
FR       ;Bordeaux         ;89;16
FR       ;Alsace           ;89;22
FR       ;Alsace           ;89;24
FR       ;Bordeaux         ;84;21
FR       ;Bordeaux         ;84;12
FR       ;Bordeaux         ;84;7
FR       ;Bordeaux         ;84;
FR       ;Bordeaux         ;84;
FR       ;Rhône Valley     ;84;16
FR       ;Rhône Valley     ;83;10
FR       ;Alsace           ;84;25
FR       ;Alsace           ;84;
FR       ;Alsace           ;84;
FR       ;Champagne        ;84;40
FR       ;Southwest France ;90;15
FR       ;Southwest France ;90;30
FR       ;Alsace           ;83;
FR       ;Loire Valley     ;91;18
FR       ;Bordeaux         ;92;49
FR       ;Bordeaux         ;92;18
FR       ;Bordeaux         ;92;39
FR       ;Bordeaux         ;92;45
FR       ;Bordeaux         ;92;33
FR       ;Bordeaux         ;92;
FR       ;Alsace           ;92;53
FR       ;Languedoc-Roussil;87;15
FR       ;Burgundy         ;87;
FR       ;Burgundy         ;87;
FR       ;Burgundy         ;87;
FR       ;Champagne        ;84;200
FR       ;Beaujolais       ;88;30
FR       ;Southwest France ;86;15
FR       ;Rhône Valley     ;86;18
FR       ;Southwest France ;86;12
FR       ;Languedoc-Roussil;84;9
FR       ;Bordeaux         ;83;25
FR       ;Bordeaux         ;83;25
FR       ;Bordeaux         ;83;24
FR       ;Bordeaux         ;83;13
FR       ;Bordeaux         ;88;31
FR       ;Bordeaux         ;88;20
FR       ;Bordeaux         ;88;39
FR       ;Bordeaux         ;88;25
FR       ;Bordeaux         ;88;35
FR       ;Burgundy         ;85;11
FR       ;Burgundy         ;85;18
FR       ;Burgundy         ;85;20
FR       ;Bordeaux         ;91;
FR       ;Languedoc-Roussil;91;21
FR       ;Rhône Valley     ;87;16
FR       ;Provence         ;87;12
FR       ;Rhône Valley     ;87;25
FR       ;Bordeaux         ;86;
FR       ;Bordeaux         ;86;60
FR       ;Bordeaux         ;86;14
FR       ;Burgundy         ;91;50
FR       ;Burgundy         ;91;184
FR       ;Burgundy         ;91;369
FR       ;Alsace           ;90;22
FR       ;Beaujolais       ;89;20
FR       ;Beaujolais       ;89;19
FR       ;Southwest France ;92;25
FR       ;Southwest France ;92;35
FR       ;Beaujolais       ;92;
FR       ;Southwest France ;92;18
FR       ;Loire Valley     ;87;19
FR       ;Burgundy         ;92;42
FR       ;Languedoc-Roussil;91;42
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Provence         ;92;100
FR       ;Alsace           ;92;62
FR       ;Provence         ;91;25
FR       ;Provence         ;91;21
FR       ;Rhône Valley     ;92;17
FR       ;Southwest France ;93;45
FR       ;Bordeaux         ;90;56
FR       ;Languedoc-Roussil;90;30
FR       ;Bordeaux         ;87;15
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;30
FR       ;Bordeaux         ;87;25
FR       ;Bordeaux         ;87;28
FR       ;Bordeaux         ;87;25
FR       ;Bordeaux         ;87;17
FR       ;Alsace           ;86;16
FR       ;Burgundy         ;89;80
FR       ;Alsace           ;87;18
FR       ;Loire Valley     ;90;
FR       ;Loire Valley     ;90;29
FR       ;Burgundy         ;88;25
FR       ;Bordeaux         ;86;
FR       ;Bordeaux         ;85;10
FR       ;Bordeaux         ;85;65
FR       ;Bordeaux         ;85;14
FR       ;Bordeaux         ;85;30
FR       ;Bordeaux         ;85;20
FR       ;Bordeaux         ;85;30
FR       ;Bordeaux         ;85;23
FR       ;Loire Valley     ;90;18
FR       ;Southwest France ;90;20
FR       ;Loire Valley     ;90;25
FR       ;Loire Valley     ;90;20
FR       ;Burgundy         ;89;
FR       ;Loire Valley     ;84;15
FR       ;Burgundy         ;84;15
FR       ;Loire Valley     ;84;17
FR       ;Burgundy         ;84;30
FR       ;Loire Valley     ;84;15
FR       ;France Other     ;84;8
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;87;
FR       ;Burgundy         ;84;
FR       ;Burgundy         ;91;90
FR       ;Alsace           ;91;23
FR       ;Alsace           ;91;25
FR       ;Champagne        ;86;40
FR       ;Southwest France ;86;24
FR       ;Burgundy         ;90;18
FR       ;Burgundy         ;90;45
FR       ;Burgundy         ;89;141
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;93;
FR       ;Beaujolais       ;91;22
FR       ;Loire Valley     ;91;
FR       ;Beaujolais       ;91;21
FR       ;Provence         ;91;20
FR       ;Champagne        ;90;47
FR       ;Champagne        ;90;150
FR       ;Champagne        ;90;
FR       ;Champagne        ;90;
FR       ;Rhône Valley     ;85;17
FR       ;Beaujolais       ;85;20
FR       ;Alsace           ;89;25
FR       ;Champagne        ;89;55
FR       ;Loire Valley     ;89;15
FR       ;Loire Valley     ;88;28
FR       ;Loire Valley     ;88;15
FR       ;Rhône Valley     ;87;15
FR       ;Loire Valley     ;87;22
FR       ;Loire Valley     ;87;24
FR       ;Loire Valley     ;87;18
FR       ;Bordeaux         ;87;20
FR       ;Loire Valley     ;88;18
FR       ;Loire Valley     ;88;
FR       ;Loire Valley     ;88;
FR       ;Loire Valley     ;88;
FR       ;Loire Valley     ;88;18
FR       ;Loire Valley     ;88;14
FR       ;Burgundy         ;89;80
FR       ;Languedoc-Roussil;89;43
FR       ;Alsace           ;86;23
FR       ;Alsace           ;86;27
FR       ;Alsace           ;86;22
FR       ;Alsace           ;85;
FR       ;Provence         ;90;12
FR       ;Bordeaux         ;89;
FR       ;Beaujolais       ;87;19
FR       ;Bordeaux         ;85;75
FR       ;Bordeaux         ;85;35
FR       ;Bordeaux         ;85;22
FR       ;Bordeaux         ;84;25
FR       ;Bordeaux         ;84;
FR       ;Bordeaux         ;84;32
FR       ;Southwest France ;90;20
FR       ;Provence         ;87;14
FR       ;Burgundy         ;87;
FR       ;Provence         ;87;14
FR       ;Burgundy         ;87;
FR       ;Languedoc-Roussil;89;14
FR       ;Burgundy         ;89;28
FR       ;Bordeaux         ;90;
FR       ;Loire Valley     ;89;19
FR       ;France Other     ;89;26
FR       ;Loire Valley     ;89;40
FR       ;Burgundy         ;95;99
